distance_km,hour_of_day,day_of_week,traffic_index,is_rain,eta_minutes
12.69,15,2,0.59,1,40.77
5.93,23,0,0.433,1,14.03
6.53,16,1,0.324,0,16.83
9.89,20,5,0.225,0,23.53
1.6,9,3,1.0,1,8.87
8.23,16,2,0.563,1,23.53
1.09,16,2,0.385,0,3.69
2.12,17,5,0.859,0,10.28
2.04,1,1,0.298,0,5.4
19.2,3,4,0.462,1,51.54
9.71,18,6,0.965,0,45.24
6.04,10,0,0.256,0,14.87
6.49,16,1,0.619,1,20.88
4.13,11,1,0.24,0,7.5
14.7,1,1,0.406,0,39.37
3.43,5,1,0.491,0,8.07
2.39,8,4,0.793,0,7.61
0.89,4,5,0.234,0,1.0
7.71,19,3,0.697,0,24.28
6.63,20,6,0.195,0,11.81
2.43,8,1,0.758,0,6.86
0.5,22,6,0.287,0,1.43
9.13,7,1,0.911,1,40.63
0.5,19,0,1.0,1,2.01
6.08,7,2,0.61,0,18.7
17.58,21,4,0.351,1,44.61
2.88,20,1,0.124,0,5.25
1.34,22,3,0.136,0,1.82
6.1,5,3,0.299,0,15.27
8.49,2,3,0.469,0,25.32
3.95,4,0,0.493,0,9.94
17.06,8,3,0.845,0,69.32
0.5,6,5,0.311,1,1.0
3.51,3,0,0.241,0,8.88
6.34,6,4,0.286,0,19.06
9.93,4,3,0.423,0,27.49
0.99,10,2,0.41,0,3.2
8.05,14,1,0.469,0,23.05
4.02,1,4,0.443,0,11.18
2.53,12,5,0.276,0,5.61
0.71,21,2,0.108,0,1.0
10.02,15,4,0.345,1,25.27
0.86,6,5,0.344,0,2.03
1.85,7,3,0.905,0,7.92
1.71,5,4,0.196,0,4.23
10.26,23,4,0.153,0,23.41
5.58,6,4,0.186,0,13.19
7.96,17,0,0.688,0,26.73
1.44,21,2,0.597,1,5.11
4.9,21,6,0.384,0,11.55
4.24,19,5,1.0,1,18.78
8.94,6,3,0.108,0,18.35
11.83,2,1,0.428,0,31.85
0.5,4,3,0.321,0,1.0
5.6,0,3,0.351,0,14.35
0.5,14,0,0.126,0,1.35
3.98,2,0,0.426,0,11.93
1.7,7,4,0.954,0,8.47
1.83,8,3,0.686,0,4.25
2.18,14,2,0.311,0,5.81
4.85,9,0,0.856,1,20.02
2.03,1,5,0.129,0,5.04
6.6,19,0,0.974,0,33.31
2.59,4,2,0.19,0,4.8
0.5,18,0,1.0,1,2.05
7.66,12,6,0.312,1,18.8
1.68,10,2,0.455,0,3.94
2.83,0,6,0.468,1,4.97
5.78,21,6,0.406,0,16.57
2.02,14,1,0.21,0,1.47
0.5,17,2,0.754,0,2.26
2.34,15,1,0.249,0,3.59
14.45,8,5,0.9,0,61.33
5.13,0,4,0.219,0,12.75
5.57,10,4,0.182,0,14.37
5.0,8,6,0.64,0,16.71
1.11,22,0,0.35,0,2.41
2.71,10,2,0.274,0,6.24
6.95,12,0,0.204,0,17.73
0.53,1,2,0.308,0,3.08
1.63,13,0,0.38,0,4.97
1.62,5,4,0.349,1,5.86
2.83,7,5,0.675,0,8.8
19.65,17,4,0.641,0,64.91
0.5,15,0,0.495,0,1.0
3.66,20,2,0.393,0,8.82
0.99,11,3,0.341,0,1.9
17.65,10,5,0.169,0,41.01
0.6,5,2,0.335,0,1.19
2.58,2,0,0.42,0,8.34
6.69,13,2,0.395,0,16.69
6.1,1,1,0.411,0,17.31
2.75,10,2,0.227,0,7.17
2.13,21,4,0.231,0,1.63
2.53,2,6,0.316,0,7.75
1.53,17,4,0.88,0,5.7
1.15,0,1,0.145,0,1.0
3.3,23,5,0.284,0,6.64
1.56,0,2,0.251,1,2.84
1.69,11,5,0.404,0,3.22
5.35,14,3,0.4,0,12.74
17.29,4,2,0.471,1,47.84
4.63,5,4,0.399,0,12.81
0.5,15,6,0.35,0,3.0
0.5,11,4,0.529,1,3.87
15.12,11,5,0.126,0,36.04
1.76,2,0,0.453,0,5.31
0.5,22,4,0.508,1,1.21
4.57,1,0,0.344,0,12.6
4.89,6,4,0.255,0,9.82
5.23,1,4,0.111,0,10.86
1.56,20,6,0.461,0,4.9
0.5,6,3,0.494,0,1.0
16.76,10,0,0.573,1,52.58
1.44,10,0,0.466,0,4.71
5.64,13,4,0.148,0,11.81
6.13,2,0,0.151,0,14.1
4.71,13,4,0.452,0,12.59
1.88,10,4,0.123,0,1.44
1.58,3,5,0.287,1,5.47
4.55,16,2,0.427,0,12.14
10.05,15,0,0.323,0,25.37
14.66,2,6,0.257,0,35.64
0.56,9,1,0.912,0,1.0
0.84,20,5,0.451,0,2.11
14.48,14,0,0.403,0,37.11
6.67,7,6,0.997,1,35.31
10.73,17,0,0.823,0,42.3
1.13,2,3,0.309,0,2.56
4.43,6,1,0.253,1,9.82
6.04,9,1,0.862,0,27.38
5.7,19,6,0.79,0,20.58
2.62,8,3,0.902,1,9.9
0.5,13,3,0.202,0,1.0
4.37,22,0,0.253,0,9.36
1.46,13,2,0.293,0,3.48
2.99,10,6,0.168,0,7.68
15.8,0,3,0.225,0,35.29
2.55,3,1,0.211,0,8.04
9.16,5,6,0.246,0,21.96
1.04,21,1,0.143,0,1.0
5.58,21,0,0.259,0,10.33
18.86,4,6,0.322,0,46.78
0.54,2,2,0.289,1,1.0
0.5,1,4,0.308,0,1.0
2.84,2,6,0.402,0,6.58
0.5,8,3,0.746,0,1.0
6.9,18,3,0.779,0,26.27
12.3,18,0,0.795,1,47.73
2.85,16,5,0.599,1,8.74
1.5,17,5,0.956,0,7.36
2.85,10,2,0.287,1,5.39
6.43,11,1,0.107,0,13.23
0.5,2,1,0.192,0,1.41
4.45,17,4,0.788,0,16.93
4.75,23,1,0.329,0,12.96
5.08,5,5,0.489,0,14.48
1.39,6,5,0.455,0,1.0
6.26,0,3,0.325,0,14.68
0.5,5,4,0.395,1,3.7
1.11,17,2,1.0,1,4.62
10.5,12,4,0.329,0,25.83
6.71,21,6,0.389,0,14.28
0.5,18,2,0.931,0,1.0
1.43,6,5,0.222,0,2.21
1.21,18,1,1.0,1,8.92
1.58,8,0,0.889,1,6.76
1.42,2,4,0.421,1,3.54
0.5,22,4,0.399,0,1.0
3.07,11,3,0.363,1,5.89
6.6,19,3,0.855,0,28.68
4.67,23,5,0.476,0,10.44
5.59,17,2,0.931,0,25.11
0.5,7,0,0.887,1,1.0
15.13,8,6,1.0,1,74.77
9.12,12,3,0.262,0,18.15
8.18,7,3,0.972,0,38.03
8.66,21,1,0.384,1,23.85
13.49,9,1,0.692,0,43.96
3.93,16,5,0.284,0,8.57
1.12,6,5,0.334,0,4.11
4.8,16,3,0.173,0,13.95
6.79,22,2,0.392,1,18.11
6.7,17,6,0.869,0,27.26
3.68,23,0,0.226,0,8.05
0.5,1,3,0.2,0,1.0
2.32,2,2,0.122,0,4.66
12.68,18,2,0.788,0,52.53
4.39,0,3,0.484,1,13.8
3.86,20,2,0.364,0,10.78
1.57,20,4,0.507,1,5.04
2.3,9,2,1.0,1,11.65
11.29,20,3,0.296,0,27.64
5.49,13,2,0.129,0,14.35
7.74,12,6,0.436,0,21.19
3.03,8,3,0.855,0,12.11
4.97,5,1,0.153,0,9.39
1.43,5,3,0.154,0,3.35
6.11,18,2,0.933,0,26.86
2.79,20,3,0.198,0,6.07
2.92,9,0,0.767,0,9.39
5.24,22,3,0.3,0,12.87
13.77,2,3,0.491,0,38.06
0.5,17,0,0.727,0,1.0
8.71,20,0,0.424,0,25.26
1.73,18,0,0.997,0,6.43
2.93,4,5,0.304,1,6.0
0.5,10,4,0.376,0,1.86
1.79,9,5,0.806,0,8.44
3.49,16,3,0.48,0,9.76
0.5,3,5,0.177,0,1.0
3.38,20,5,0.351,0,6.59
13.09,17,0,0.6,0,39.9
0.56,17,0,0.865,0,1.0
7.23,0,1,0.481,0,20.07
2.64,13,5,0.131,0,6.44
5.32,7,4,0.665,0,18.3
1.51,1,3,0.411,0,1.35
0.87,18,6,1.0,1,5.27
0.87,14,6,0.123,0,3.82
0.5,1,2,0.132,0,1.0
1.03,3,4,0.228,0,4.74
5.46,0,4,0.189,0,11.63
10.67,18,1,0.701,0,34.51
8.41,20,3,0.283,0,20.05
5.78,9,3,0.863,0,23.52
0.59,0,0,0.498,0,3.25
1.71,19,0,0.893,0,5.86
1.85,21,4,0.112,0,4.57
1.44,14,1,0.377,0,1.13
3.62,3,3,0.417,0,8.83
3.83,6,1,0.176,0,8.01
2.21,6,2,0.436,0,5.22
2.18,21,6,0.345,0,3.16
8.82,17,3,0.627,0,27.44
7.79,12,0,0.387,0,20.32
1.84,9,4,0.935,0,9.97
12.25,23,1,0.163,0,26.02
15.27,7,6,0.817,0,58.39
1.98,9,6,0.71,0,10.29
2.19,13,6,0.145,0,1.6
3.52,13,0,0.441,1,8.44
14.16,19,4,0.711,0,47.8
10.45,21,0,0.193,0,21.11
0.54,10,3,0.18,0,1.07
2.49,5,1,0.199,0,7.3
4.03,20,2,0.492,1,13.0
3.5,0,5,0.266,0,9.18
1.08,18,6,0.678,0,5.42
9.79,6,0,0.173,0,21.48
5.65,23,5,0.415,0,15.05
9.1,17,1,0.659,0,30.47
9.79,2,3,0.272,0,25.29
6.9,19,0,0.761,0,24.78
2.89,10,3,0.386,0,9.32
4.72,4,2,0.46,0,15.39
0.87,18,6,0.788,0,3.78
5.6,20,2,0.341,0,15.29
0.99,23,6,0.42,1,1.0
5.92,23,4,0.135,0,13.74
1.3,1,4,0.39,0,4.26
0.63,21,4,0.128,0,1.74
0.9,3,3,0.381,0,3.65
0.5,9,4,1.0,1,2.75
6.34,1,1,0.326,0,15.27
6.59,7,5,0.803,0,25.26
3.62,0,5,0.248,0,8.37
0.88,5,3,0.142,0,1.91
0.5,10,3,0.287,0,1.0
0.5,9,4,0.747,0,1.2
0.91,12,6,0.175,0,2.98
11.08,0,5,0.143,0,24.3
1.38,1,5,0.406,0,1.92
2.19,2,4,0.356,0,6.41
0.56,8,3,0.803,0,1.0
1.26,4,2,0.289,0,5.87
3.66,9,6,0.861,0,13.63
4.68,9,2,0.901,1,23.25
1.41,11,4,0.124,0,3.73
0.5,17,2,1.0,1,1.87
2.48,20,1,0.346,0,5.09
1.33,20,1,0.106,0,3.74
1.24,0,1,0.197,0,2.26
16.08,2,3,0.398,0,41.14
4.79,4,3,0.242,0,10.27
4.07,16,3,0.134,0,8.81
2.69,7,3,0.627,0,8.73
2.8,16,3,0.2,0,8.18
3.89,8,4,0.9,0,16.57
5.96,5,2,0.46,0,17.33
6.06,16,4,0.311,0,14.25
0.94,7,2,0.946,1,2.98
3.47,20,4,0.306,0,7.42
2.65,6,1,0.577,1,3.39
10.22,6,0,0.197,0,23.21
4.99,14,3,0.411,1,12.6
3.8,6,0,0.608,1,11.63
0.61,21,0,0.389,0,1.0
4.65,7,1,0.726,0,16.55
0.62,8,0,1.0,1,5.17
2.06,14,0,0.346,1,6.17
0.77,1,1,0.354,0,1.0
5.89,6,2,0.483,0,18.79
1.15,14,4,0.48,1,6.93
2.49,17,5,0.763,0,9.12
11.3,21,0,0.394,0,29.45
1.14,17,3,0.794,1,5.61
3.54,9,1,1.0,1,18.71
2.72,21,6,0.259,1,5.8
0.5,17,6,0.855,0,1.29
7.87,0,0,0.338,0,19.08
0.5,6,5,0.632,1,3.5
3.21,2,2,0.294,0,7.28
4.11,13,2,0.436,0,11.14
4.95,11,5,0.407,0,14.59
5.83,13,3,0.299,0,16.12
1.46,3,0,0.305,0,2.22
0.5,12,3,0.274,0,1.0
6.43,15,2,0.201,0,15.12
3.84,15,6,0.443,0,10.6
9.04,21,2,0.184,0,21.47
8.61,4,4,0.463,0,21.69
9.27,19,2,0.862,0,37.89
3.32,5,1,0.111,0,7.43
2.03,5,4,0.167,0,3.05
7.84,17,3,0.862,0,33.23
3.0,5,2,0.151,0,8.41
1.01,6,5,0.396,0,1.22
9.65,23,1,0.173,0,22.74
10.71,23,4,0.3,0,25.94
3.14,15,1,0.182,0,6.13
0.5,8,4,0.649,0,1.0
2.45,12,4,0.3,1,7.36
8.14,11,4,0.472,1,22.07
11.6,18,5,0.748,0,41.53
1.14,22,3,0.246,0,4.2
0.5,22,4,0.265,1,2.38
10.49,0,4,0.154,0,22.44
2.47,7,1,0.918,0,13.77
3.9,3,4,0.217,0,10.29
17.22,20,3,0.427,1,48.61
0.5,21,6,0.405,0,3.98
5.23,18,5,0.803,0,19.31
0.5,20,5,0.19,0,1.0
2.35,4,1,0.47,1,3.83
8.14,16,6,0.42,0,24.0
2.84,2,4,0.34,0,4.67
29.36,18,1,0.744,0,106.51
4.09,0,5,0.15,0,7.28
1.94,22,3,0.199,0,4.23
1.24,0,1,0.478,0,3.46
2.16,22,3,0.409,0,8.41
2.33,19,6,0.853,0,10.52
0.5,8,6,0.887,0,6.54
2.31,22,2,0.32,1,6.02
3.12,4,4,0.478,0,9.2
6.41,6,3,0.332,0,14.39
5.35,5,4,0.435,0,13.46
6.17,16,6,0.286,0,12.73
0.5,21,3,0.431,0,1.28
1.23,16,0,0.114,0,1.46
5.42,12,6,0.271,0,12.34
3.31,11,0,0.251,0,5.86
0.5,3,0,0.493,0,1.0
8.16,7,6,0.787,1,30.95
7.41,4,3,0.267,0,14.66
3.98,4,5,0.404,0,13.22
0.5,12,5,0.452,0,3.41
7.27,10,4,0.451,0,23.43
4.38,7,0,0.789,0,15.17
7.62,7,4,0.899,0,32.31
6.97,0,3,0.511,1,23.2
8.12,12,4,0.44,0,24.73
3.65,4,4,0.471,0,9.47
0.76,20,0,0.193,0,1.0
5.56,7,6,0.971,0,29.45
4.84,16,5,0.335,0,11.06
6.78,22,1,0.421,0,19.11
0.93,22,2,0.26,0,3.11
1.08,12,3,0.184,0,1.96
11.06,8,3,0.803,0,40.74
6.93,1,3,0.337,0,19.0
11.94,18,2,0.94,1,52.79
7.11,19,1,0.665,0,21.41
4.55,16,5,0.107,0,9.79
5.31,6,4,0.487,0,12.95
11.0,2,5,0.337,0,28.12
4.32,18,3,0.92,0,21.57
5.0,18,4,0.903,0,23.42
0.85,23,0,0.366,0,4.75
3.21,8,5,0.963,0,16.41
6.3,9,0,0.665,0,20.5
1.58,13,0,0.485,0,2.47
1.13,17,6,0.768,0,2.45
1.88,14,5,0.168,0,5.25
1.38,0,3,0.578,1,5.34
1.21,5,2,0.296,0,1.88
2.77,14,3,0.171,0,5.87
11.92,5,0,0.214,0,28.37
3.54,17,0,0.96,0,16.02
1.04,0,3,0.334,0,5.3
0.5,23,2,0.411,1,1.78
5.96,2,2,0.45,0,17.44
2.41,16,6,0.442,1,6.45
8.63,15,4,0.223,0,20.55
5.39,7,1,0.976,0,23.72
7.95,16,0,0.398,0,20.84
1.59,7,2,0.872,0,5.5
5.89,16,5,0.287,1,18.01
1.53,8,6,0.89,0,6.83
13.99,11,0,0.314,1,34.19
5.06,18,1,0.7,0,18.03
1.96,3,5,0.204,0,4.95
1.57,20,0,0.378,0,4.07
1.06,21,6,0.362,0,3.71
5.93,10,6,0.377,0,16.2
1.23,3,2,0.272,0,3.07
4.52,13,4,0.28,1,13.15
1.54,13,3,0.492,0,1.98
5.42,5,6,0.177,0,11.49
8.44,16,5,0.408,0,21.74
7.53,1,3,0.155,0,16.55
7.15,7,2,0.917,0,31.38
1.04,3,2,0.474,1,2.1
0.5,9,5,0.798,0,3.78
6.0,6,1,0.483,0,15.42
2.3,3,6,0.439,0,6.94
2.83,15,5,0.619,1,8.22
0.5,13,0,0.356,0,1.84
1.5,15,1,0.338,1,5.74
0.5,8,3,0.972,0,1.0
10.57,3,0,0.406,0,26.7
1.39,23,1,0.126,0,1.78
4.07,5,3,0.445,0,10.88
0.5,0,0,0.353,0,2.64
5.5,6,4,0.389,0,17.11
1.95,0,6,0.378,0,6.39
11.41,18,5,1.0,1,56.84
10.95,7,5,0.776,0,40.21
1.97,2,5,0.401,1,7.46
11.56,0,4,0.301,0,25.99
27.81,0,6,0.319,0,69.36
8.73,6,1,0.627,1,29.78
9.32,20,6,0.117,0,19.59
1.43,12,2,0.447,0,4.38
4.3,0,0,0.321,0,8.63
0.5,15,1,0.472,1,2.14
0.5,21,2,0.228,0,1.26
34.03,21,5,0.357,0,87.45
1.98,13,5,0.359,0,4.37
6.9,3,5,0.176,0,13.75
8.22,22,2,0.521,1,25.56
9.76,22,0,0.207,0,23.97
30.22,11,0,0.376,0,78.87
1.38,11,2,0.345,0,4.08
0.5,16,3,0.386,0,1.0
2.65,20,5,0.108,0,7.47
0.7,14,1,0.15,0,2.24
0.5,9,0,0.604,0,3.47
2.23,2,6,0.252,0,3.49
7.66,22,2,0.435,0,21.7
4.18,19,3,0.88,0,18.59
1.88,19,4,0.779,0,1.91
5.31,11,2,0.134,0,11.4
1.32,0,6,0.287,0,3.18
0.5,0,3,0.475,0,1.0
7.23,9,4,0.837,1,29.75
4.89,17,3,0.824,0,19.67
7.18,14,0,0.307,0,16.64
0.5,1,2,0.46,0,1.0
9.07,16,6,0.233,0,18.6
4.83,7,4,0.841,1,20.18
4.14,21,3,0.387,0,11.27
4.9,21,4,0.223,0,11.12
9.99,8,1,0.967,0,47.15
4.42,20,6,0.176,0,11.0
4.35,19,2,0.656,0,14.57
23.38,10,0,0.325,0,59.32
7.07,5,4,0.162,0,15.97
2.92,23,5,0.348,0,8.77
6.14,13,3,0.299,0,16.27
2.47,0,5,0.137,0,6.8
1.3,6,4,0.481,0,2.75
4.54,23,6,0.434,0,13.3
13.17,8,5,0.65,0,43.16
13.24,10,3,0.623,1,42.06
2.09,23,4,0.467,0,5.1
3.75,22,0,0.117,0,8.57
1.19,15,0,0.331,1,1.0
27.17,18,2,0.931,1,120.0
19.85,1,0,0.474,0,55.97
5.24,14,4,0.429,0,15.72
8.16,2,6,0.213,0,18.91
6.28,3,4,0.263,1,16.97
4.5,19,0,0.766,0,16.05
0.5,21,1,0.137,0,1.0
3.03,6,4,0.348,1,10.06
5.62,11,2,0.356,0,13.42
5.66,3,1,0.298,0,10.45
2.34,9,0,0.632,0,9.94
14.21,5,6,0.472,0,42.19
0.92,21,3,0.177,0,1.81
3.47,13,4,0.295,0,8.34
5.87,2,3,0.329,0,13.88
5.97,16,5,0.379,1,18.27
5.23,10,2,0.382,0,15.88
1.61,9,1,0.91,0,6.28
0.85,20,3,0.317,0,2.31
5.05,9,2,0.908,0,24.9
4.57,9,3,0.79,0,20.48
0.99,2,3,0.162,0,2.82
6.11,23,2,0.285,0,15.6
3.04,14,4,0.468,0,8.53
5.51,16,3,0.313,0,12.85
9.08,17,2,0.821,1,36.88
0.93,18,3,0.651,0,5.65
0.5,18,6,0.984,0,1.32
7.55,11,4,0.361,0,19.8
4.7,23,6,0.288,1,11.82
6.01,4,6,0.331,0,13.2
9.11,23,2,0.386,0,23.96
8.12,15,6,0.415,1,21.58
16.21,14,3,0.614,1,50.92
3.84,14,0,0.311,1,11.75
3.35,5,4,0.168,0,7.06
2.57,11,3,0.457,1,5.95
0.83,1,1,0.473,0,3.58
4.25,19,2,0.923,0,19.71
1.62,8,3,0.641,0,5.62
12.71,3,4,0.377,0,34.14
4.38,4,6,0.413,0,11.66
4.49,20,4,0.475,0,12.32
2.19,7,1,0.755,0,7.1
0.5,21,6,0.357,0,2.77
0.5,9,1,0.762,0,4.2
2.75,6,5,0.414,0,11.04
0.5,21,5,0.209,0,2.37
4.67,13,3,0.415,0,15.31
10.64,4,0,0.385,0,26.94
10.72,15,6,0.341,0,25.85
5.38,14,4,0.116,0,9.99
1.19,4,0,0.41,0,3.38
9.94,2,6,0.153,0,21.59
10.86,22,6,0.485,0,33.38
1.09,9,6,0.808,0,3.86
6.69,4,6,0.388,0,17.16
1.69,22,0,0.394,1,5.88
8.11,14,3,0.394,0,23.13
29.46,17,2,0.853,0,120.0
0.5,7,2,0.901,1,3.55
11.38,20,2,0.28,1,28.76
4.87,1,1,0.487,0,16.94
18.13,21,6,0.102,0,36.04
3.13,7,6,0.997,0,14.82
9.4,22,4,0.327,0,25.92
0.5,7,1,0.982,0,2.53
2.04,3,4,0.355,0,6.5
0.5,18,5,1.0,1,1.0
18.51,22,4,0.542,1,53.94
8.49,17,4,0.943,1,36.5
9.57,20,3,0.493,0,26.3
13.9,22,2,0.347,0,34.73
0.5,0,6,0.251,0,1.74
2.44,19,1,0.869,0,12.26
0.5,14,5,0.171,0,2.31
1.18,17,1,0.892,0,6.15
1.3,21,6,0.284,1,2.55
3.17,11,3,0.602,1,8.22
1.56,0,4,0.201,0,3.44
0.53,6,5,0.396,0,1.0
0.92,18,2,0.808,0,2.24
0.8,0,6,0.308,1,1.0
18.07,23,0,0.143,0,39.69
7.12,6,0,0.594,1,22.42
17.17,1,3,0.148,0,39.58
2.9,6,2,0.285,1,8.94
1.63,18,0,0.712,0,6.71
8.0,12,0,0.397,1,25.31
1.97,23,6,0.627,1,5.46
1.78,4,5,0.463,0,4.46
1.32,22,5,0.146,0,2.63
0.69,18,6,0.897,1,2.66
1.48,0,1,0.4,0,1.51
2.2,0,6,0.223,0,4.23
5.6,17,2,0.752,1,21.1
0.5,23,0,0.336,1,2.99
1.18,0,5,0.297,0,1.02
8.28,4,6,0.113,0,16.06
0.79,8,5,0.723,0,1.41
2.1,11,5,0.171,0,5.45
10.0,8,1,0.876,1,40.83
0.84,17,2,0.842,0,1.41
0.5,22,4,0.359,1,1.0
3.31,10,5,0.116,0,6.82
1.8,0,2,0.112,0,3.93
4.14,18,3,0.823,1,17.68
8.14,21,1,0.23,0,20.0
0.74,9,4,0.989,0,5.32
4.35,1,5,0.619,1,13.88
3.52,6,6,0.584,1,9.64
0.78,19,5,0.944,0,4.09
4.89,1,1,0.363,0,10.62
1.6,18,1,0.892,0,7.68
3.35,5,0,0.318,1,8.92
0.5,9,5,0.966,1,4.3
3.08,8,2,0.906,0,15.01
1.83,7,1,0.613,0,6.67
8.64,10,1,0.347,1,19.31
0.5,8,3,0.774,0,1.28
2.71,19,3,0.926,1,13.23
3.07,19,3,1.0,1,17.62
6.46,8,1,1.0,1,33.38
4.27,7,4,0.623,0,11.72
5.5,14,2,0.385,0,16.89
7.5,1,1,0.345,0,19.15
9.91,23,6,0.312,0,25.23
1.88,0,6,0.195,0,5.25
3.86,8,0,0.629,0,11.52
9.17,8,6,0.613,0,27.83
22.76,12,5,0.324,0,56.97
11.01,7,4,0.721,0,37.7
2.32,20,4,0.322,1,5.02
1.09,4,2,0.146,0,1.98
3.36,2,4,0.488,0,6.85
6.77,20,2,0.437,0,19.45
3.39,3,6,0.221,0,9.72
3.3,16,4,0.333,1,9.17
9.11,15,5,0.234,0,18.28
2.24,15,2,0.272,0,6.05
9.82,19,3,0.687,0,35.19
2.61,2,3,0.346,1,5.98
1.99,5,4,0.388,0,5.73
3.03,0,4,0.472,0,9.36
7.19,20,6,0.252,0,15.76
0.67,15,2,0.11,0,1.0
1.09,14,6,0.431,0,1.0
15.13,6,2,0.533,1,43.7
0.96,1,5,0.16,0,1.0
4.19,9,1,1.0,1,20.62
4.33,14,3,0.43,0,13.08
3.36,5,1,0.172,0,8.73
5.17,1,1,0.339,1,11.28
1.31,23,0,0.181,0,2.48
4.02,23,2,0.499,0,11.68
2.33,16,0,0.342,1,2.0
5.42,0,0,0.357,1,13.71
0.76,0,1,0.119,0,1.28
4.23,3,0,0.493,0,11.67
1.02,19,5,0.616,0,3.75
1.63,15,2,0.39,0,2.57
1.23,7,1,0.859,0,5.84
1.01,0,2,0.413,0,2.97
8.74,18,5,0.991,0,45.32
1.68,10,4,0.134,0,3.68
13.09,16,0,0.299,1,34.04
17.52,9,1,0.736,0,65.05
4.23,11,3,0.242,0,10.47
0.77,8,2,0.756,1,2.69
2.35,6,6,0.124,0,4.04
7.99,11,5,0.36,0,20.83
2.29,14,0,0.191,0,7.88
0.5,7,2,0.871,1,2.56
4.07,16,5,0.101,0,9.21
9.33,4,2,0.216,0,23.76
7.95,13,4,0.319,1,22.41
0.96,1,6,0.302,0,2.36
5.59,15,5,0.313,1,14.41
1.25,16,2,0.434,0,2.09
1.23,2,6,0.603,1,4.22
10.36,22,4,0.438,0,28.93
1.44,0,4,0.643,1,4.69
1.53,17,4,0.96,1,6.26
0.5,17,0,0.781,1,1.0
10.23,3,5,0.226,0,25.08
7.87,14,2,0.463,1,22.45
4.94,18,2,0.63,0,16.0
6.94,18,6,0.748,0,23.19
0.82,9,6,0.872,1,3.41
3.07,4,5,0.396,0,7.54
2.16,18,4,0.806,0,6.3
0.5,10,2,0.483,0,2.92
3.33,6,2,0.398,0,9.88
12.68,4,4,0.221,0,29.52
0.5,19,3,0.785,0,1.0
1.72,11,3,0.442,0,6.04
1.16,18,4,0.84,0,5.01
1.36,14,6,0.582,1,4.42
11.95,11,0,0.395,0,31.62
3.16,3,6,0.229,0,6.2
3.14,11,6,0.302,0,7.71
7.15,17,2,0.786,0,28.74
0.84,16,6,0.154,0,1.0
3.34,18,2,0.892,0,15.87
2.81,15,3,0.242,0,7.17
4.54,10,6,0.371,0,12.6
38.62,1,4,0.354,0,97.79
7.34,15,5,0.324,0,17.99
2.54,0,5,0.362,1,4.53
8.79,16,6,0.164,0,18.98
0.94,17,0,0.977,0,5.0
0.5,12,6,0.647,1,3.88
1.14,4,4,0.318,1,3.22
2.08,23,3,0.13,0,2.49
3.57,5,3,0.398,0,9.33
4.77,0,6,0.238,0,10.26
12.07,9,2,0.678,0,40.62
3.57,4,1,0.31,0,8.92
3.48,0,0,0.37,0,11.91
0.5,22,0,0.336,1,1.83
0.5,10,1,0.498,0,1.99
4.01,23,5,0.231,0,10.0
2.88,23,5,0.226,0,5.78
9.14,6,5,0.269,0,24.07
0.88,17,3,0.889,0,4.33
0.5,20,4,0.449,0,1.01
2.98,19,0,0.846,1,13.01
1.36,20,1,0.297,1,5.41
0.5,9,2,0.788,0,2.42
6.45,14,6,0.284,1,15.56
0.59,3,2,0.352,0,1.58
4.69,15,6,0.396,0,13.42
1.65,14,3,0.272,0,4.66
0.95,14,0,0.481,0,3.05
2.39,11,4,0.391,0,6.0
8.08,7,0,0.683,0,27.85
2.49,7,6,1.0,1,10.35
6.95,17,5,0.645,0,24.59
0.67,5,2,0.302,0,1.77
7.41,4,0,0.32,0,16.77
1.35,1,2,0.373,0,3.04
5.66,11,1,0.206,0,14.11
4.17,3,1,0.251,1,12.15
13.24,22,2,0.425,0,36.33
2.45,12,4,0.429,0,7.6
0.5,16,4,0.465,0,1.0
0.5,15,0,0.488,0,4.32
8.77,8,2,0.864,0,36.15
3.72,0,3,0.242,0,8.83
7.46,14,4,0.441,0,20.45
1.34,11,6,0.474,0,6.17
2.12,4,4,0.106,0,5.08
0.5,22,5,0.255,0,2.47
16.28,23,1,0.145,0,34.91
5.51,17,4,0.726,0,20.22
13.53,19,6,0.734,0,47.64
1.54,1,4,0.552,1,3.78
4.73,3,6,0.256,0,12.18
5.67,14,5,0.412,1,14.66
1.91,5,6,0.355,1,3.92
9.42,21,4,0.394,1,26.57
14.7,11,5,0.643,1,46.71
10.81,17,2,0.908,0,50.38
6.72,19,2,0.794,0,27.27
1.62,3,1,0.416,0,6.93
1.65,0,0,0.253,0,2.87
16.53,14,5,0.48,0,47.49
0.5,17,4,0.807,0,2.27
6.29,13,0,0.44,0,18.51
6.13,2,2,0.426,0,15.64
4.87,14,4,0.254,1,13.15
23.08,4,0,0.411,1,62.22
1.87,23,5,0.212,0,4.05
2.08,21,5,0.292,0,2.77
0.5,2,0,0.285,0,2.72
2.92,21,6,0.462,0,7.9
1.51,6,5,0.323,1,2.54
2.1,5,3,0.173,0,4.01
9.0,21,2,0.143,0,20.64
13.7,0,1,0.395,0,35.71
1.03,18,1,0.884,0,4.61
2.33,6,3,0.247,0,5.89
13.2,3,0,0.125,0,27.06
0.5,11,5,0.312,1,2.11
0.5,19,3,0.937,0,3.25
0.89,22,3,0.337,0,5.41
