distance_km,driver_rating,acceptance_rate,avg_response_time_sec,completed_trips,eta_minutes,price_estimate,match_score
0.72,4.98,0.948,36.2,1857,1.0,7118,0.9409
2.14,3.09,0.7,56.9,990,5.9,21191,0.5793
6.15,4.94,0.914,76.6,822,15.31,69710,0.6659
2.77,3.71,0.688,119.6,859,7.13,39941,0.5934
2.9,3.16,0.619,119.6,1397,5.62,35423,0.4579
2.29,4.8,0.909,62.5,1302,4.72,18934,0.9086
2.4,4.23,0.604,59.0,1865,7.03,35716,0.6518
3.16,3.98,0.659,9.7,238,6.17,42542,0.6115
1.51,4.77,0.73,92.7,1393,1.16,19709,0.7803
2.53,4.27,0.702,81.4,1822,8.18,24433,0.677
0.2,4.87,0.648,61.7,344,1.0,1835,0.726
4.54,3.45,0.558,117.6,151,11.43,47995,0.3595
3.54,3.75,0.64,45.5,1344,8.29,34953,0.6563
4.15,3.47,0.757,9.3,1608,10.18,40238,0.5858
2.34,4.85,0.518,31.6,402,2.84,21882,0.7882
2.25,4.18,0.622,99.8,200,5.32,21469,0.5345
0.37,4.61,0.781,31.0,1691,1.0,4952,0.9877
1.39,4.34,0.771,10.6,1248,1.0,18720,0.8735
0.38,3.74,0.944,89.9,1841,1.82,3375,0.729
1.73,4.12,0.657,34.2,745,3.78,23682,0.6898
0.43,4.03,0.644,17.5,915,4.74,3717,0.77
2.61,4.0,0.688,84.8,1674,5.77,29575,0.5301
1.18,4.71,0.858,14.5,345,2.53,16337,0.9175
0.55,4.81,0.591,16.6,1715,1.76,6120,0.903
4.71,3.33,0.563,107.8,1214,13.08,52167,0.4297
6.75,3.52,0.637,101.8,1252,15.46,82352,0.3931
15.0,3.65,0.792,54.5,750,35.84,186758,0.3157
10.41,3.09,0.517,43.9,1010,26.81,144427,0.3315
1.83,3.41,0.91,73.2,1340,6.73,26972,0.5846
0.32,5.0,0.667,40.4,733,1.0,3002,0.8716
2.39,3.31,0.597,77.6,1672,6.35,20839,0.6105
10.15,4.77,0.913,80.0,1226,23.35,123642,0.743
1.16,4.91,0.973,115.7,234,1.79,14915,0.8075
0.42,4.61,0.509,96.1,1075,1.0,6075,0.757
2.05,4.65,0.841,39.5,1865,5.2,28044,0.8643
0.46,3.54,0.679,47.5,1883,1.0,4485,0.612
4.11,3.09,0.792,71.5,1157,10.07,53139,0.4545
3.3,4.71,0.792,92.7,591,8.51,39670,0.7351
0.2,3.26,0.975,116.6,1180,1.0,1810,0.5742
0.3,4.94,0.876,20.4,1094,1.0,4005,0.968
5.36,3.87,0.731,102.7,1499,14.63,52074,0.58
0.82,4.48,0.882,45.1,191,1.0,10431,0.7635
2.06,3.0,0.701,49.3,1116,5.18,25774,0.5645
0.51,3.37,0.514,112.9,429,3.23,4294,0.3575
3.97,3.36,0.593,25.4,1666,9.71,44144,0.589
4.17,3.15,0.667,40.0,570,9.86,60965,0.4799
2.74,3.01,0.719,37.8,1025,7.12,31893,0.5535
1.21,3.36,0.627,19.4,968,4.86,17419,0.5512
2.43,4.53,0.849,17.7,1883,6.93,31875,0.7844
0.47,3.36,0.504,112.6,1844,1.0,4607,0.4693
7.98,4.67,0.882,19.5,1347,19.36,94103,0.8442
5.47,3.96,0.831,118.9,459,13.21,62399,0.5348
0.65,3.23,0.746,26.0,1270,1.98,6213,0.6867
3.05,4.89,0.943,108.8,581,3.55,43319,0.7662
0.87,4.04,0.515,36.8,296,2.07,6969,0.7138
0.53,4.69,0.526,34.9,1180,1.94,4899,0.8687
0.79,4.23,0.624,86.0,813,3.81,6717,0.6205
2.36,3.59,0.707,82.1,1370,7.84,25932,0.6038
0.48,4.46,0.872,69.8,94,1.0,5999,0.7375
0.76,3.96,0.986,82.0,752,1.0,7149,0.6217
6.91,4.88,0.553,96.2,1843,20.59,70835,0.7508
1.62,3.65,0.9,74.3,1672,3.64,16961,0.5468
4.27,4.61,0.531,112.7,1546,10.3,35374,0.6865
0.22,3.5,0.899,110.1,424,2.39,3097,0.5419
6.39,3.68,0.667,77.0,1121,14.06,67999,0.5255
2.85,3.57,0.966,48.9,100,8.23,38049,0.5202
2.97,4.71,0.76,41.8,1824,10.46,30280,0.8263
0.79,4.62,0.816,43.1,241,1.16,10287,0.8123
1.02,3.77,0.892,116.8,1864,1.0,13424,0.5813
2.0,4.82,0.888,25.0,1566,1.63,19586,0.8677
3.82,4.43,0.67,116.8,493,5.89,49660,0.5786
0.95,3.21,0.671,44.8,403,2.32,13606,0.5554
5.79,3.35,0.938,14.1,1224,15.41,46611,0.5608
12.22,4.1,0.763,82.3,217,30.43,130238,0.3707
2.16,3.71,0.501,48.0,449,2.41,29840,0.5796
3.11,4.56,0.753,69.0,309,12.15,44927,0.5758
8.96,4.35,0.802,64.8,301,22.0,96739,0.5225
3.11,4.23,0.576,22.6,467,8.07,43520,0.6053
3.18,4.58,0.907,30.2,1535,8.17,43970,0.7345
0.2,3.92,0.579,99.7,688,3.6,2361,0.5559
3.76,3.52,0.665,38.8,534,9.23,39530,0.6317
2.01,3.05,0.536,50.6,653,7.93,26151,0.5044
3.23,3.64,0.93,78.7,205,9.84,26798,0.4976
4.59,4.09,0.857,35.1,251,13.5,64803,0.6673
2.3,4.94,0.836,53.7,1988,4.63,29769,0.8304
0.85,4.78,0.834,10.6,1927,1.0,9887,0.8503
5.77,3.9,0.888,105.2,650,15.86,81190,0.5968
5.13,3.7,0.983,20.2,101,10.93,41254,0.5215
0.44,3.19,0.838,87.0,72,1.0,5172,0.526
1.35,4.28,0.81,44.3,1722,5.66,11168,0.7637
6.2,3.99,0.791,47.2,1550,14.42,90116,0.5432
4.71,3.06,0.53,64.8,1390,10.9,37720,0.5083
6.87,3.36,0.917,14.4,623,21.2,80970,0.577
0.62,3.69,0.905,41.0,1089,1.0,5792,0.6695
2.4,4.99,0.988,93.0,812,7.07,24009,0.8409
1.94,4.13,0.849,117.0,1390,3.09,21094,0.6429
0.71,3.81,0.837,33.3,1073,1.0,6628,0.8366
2.09,4.0,0.538,16.5,1299,4.84,26998,0.7059
0.92,3.26,0.586,81.3,1601,2.65,12522,0.5639
4.7,4.49,0.887,76.2,1447,14.66,45002,0.7159
9.87,4.73,0.858,50.0,911,24.4,90879,0.673
5.11,4.6,0.95,67.9,1932,9.41,44163,0.7574
3.72,4.94,0.521,67.0,395,9.76,30422,0.7241
2.53,4.76,0.636,14.3,1325,3.77,36049,0.8913
0.5,3.93,0.913,111.0,601,1.0,6720,0.655
12.67,3.08,0.669,61.7,751,30.29,154592,0.2961
1.81,3.71,0.586,16.8,1849,2.74,15275,0.6533
0.32,3.25,0.666,52.9,1498,1.93,3544,0.5513
1.11,4.61,0.835,119.9,1188,1.0,15926,0.7058
11.36,4.72,0.658,94.1,1769,26.32,139447,0.4379
0.2,3.82,0.862,113.9,510,3.25,1976,0.7695
0.7,3.27,0.973,38.1,964,4.31,9541,0.6152
3.64,4.53,0.847,42.2,1321,8.08,52425,0.7956
3.92,3.72,0.95,114.1,240,7.51,47199,0.5926
3.43,4.03,0.731,32.6,1814,5.69,48248,0.6628
2.1,3.03,0.963,43.1,296,2.43,20000,0.5721
0.73,4.62,0.859,104.3,1706,2.68,5944,0.7799
0.87,4.93,0.54,20.2,1745,1.0,9722,0.8635
0.75,4.13,0.602,13.9,675,1.0,9090,0.82
15.0,3.4,0.701,106.7,1836,39.08,199667,0.2931
0.28,4.18,0.735,43.5,977,1.0,2680,0.7701
4.27,4.86,0.809,31.9,1034,13.11,51842,0.863
5.04,3.71,0.864,52.6,948,12.41,68810,0.6375
0.2,4.46,0.515,69.9,304,2.05,1952,0.662
0.2,4.69,0.612,91.7,531,1.32,1764,0.5919
3.77,3.33,0.505,41.0,1565,10.35,51756,0.5305
10.73,3.91,0.764,83.5,689,26.63,111900,0.417
1.69,3.03,0.961,29.1,1199,3.21,14489,0.5827
4.98,4.74,0.582,6.1,1660,11.14,39972,0.7269
3.53,4.33,0.514,112.6,1792,8.39,45815,0.5094
0.45,3.49,0.531,104.3,1465,1.0,4060,0.5171
1.13,4.77,0.746,110.8,106,5.02,16896,0.6983
6.67,3.12,0.961,97.4,1437,18.51,99787,0.4387
4.38,3.13,0.647,8.7,1390,9.77,39097,0.6041
0.2,3.38,0.565,9.4,351,1.49,2416,0.581
1.65,3.56,0.692,79.2,1189,2.3,16158,0.6754
0.23,4.39,0.943,106.2,1930,1.0,3261,0.7367
0.42,4.5,0.56,92.7,1982,1.0,5754,0.6527
3.45,3.21,0.558,55.5,975,4.44,42810,0.5387
3.06,4.77,0.592,10.5,1348,8.9,33690,0.8424
0.2,4.54,0.519,39.0,957,1.0,2027,0.8856
1.44,4.3,0.606,105.5,1061,2.2,19855,0.6837
0.81,3.03,0.989,21.3,1332,5.16,9377,0.6839
4.88,3.19,0.893,12.0,1778,12.94,47932,0.5919
1.76,4.11,0.875,80.9,104,7.06,24182,0.5898
1.41,4.58,0.842,22.0,1278,1.0,11478,0.8136
1.91,4.56,0.936,31.7,1725,2.79,23778,0.8097
5.0,4.5,0.546,110.7,1309,12.82,52092,0.6139
1.28,3.59,0.663,25.1,603,1.0,18569,0.6763
2.86,3.26,0.852,116.8,97,10.35,35930,0.3926
0.4,3.12,0.898,17.5,1074,1.23,3225,0.6033
2.45,3.98,0.913,24.5,1631,4.84,33544,0.7501
3.05,3.89,0.99,23.6,1386,6.83,44232,0.7169
0.8,4.23,0.781,111.8,562,5.67,11770,0.6374
1.61,4.21,0.61,102.8,653,4.11,20869,0.6198
2.7,4.69,0.61,9.1,1437,6.71,26566,0.7952
1.25,4.54,0.793,118.1,1127,3.03,11229,0.681
0.48,4.19,0.852,24.9,316,1.0,4116,0.6902
0.2,4.91,0.79,89.5,686,1.0,2026,0.7454
1.39,3.95,0.858,26.4,281,5.53,20163,0.6749
0.2,4.91,0.653,13.0,625,4.86,2852,0.9639
0.92,3.47,0.73,119.7,1928,2.04,11435,0.5357
2.03,4.98,0.688,107.1,1131,5.21,21733,0.7792
1.83,4.3,0.761,14.8,806,5.49,16825,0.833
2.4,3.02,0.784,56.6,1840,7.3,30059,0.62
2.1,3.52,0.843,41.6,1287,6.54,27299,0.7407
1.93,4.62,0.521,8.1,594,7.74,19299,0.7802
0.83,3.35,0.884,69.7,1503,3.17,8232,0.6541
0.22,4.18,0.944,71.8,1761,1.16,2814,0.8327
0.29,4.25,0.951,52.8,1369,1.0,3664,0.7508
2.66,3.28,0.783,99.5,1121,5.34,39416,0.487
4.06,4.35,0.822,61.2,428,9.05,56271,0.624
0.2,3.23,0.778,21.1,1073,1.0,1969,0.5765
6.43,3.84,0.713,47.0,487,15.92,70073,0.5474
6.34,3.79,0.55,32.7,1458,14.78,78378,0.5334
3.55,3.48,0.582,111.1,1025,9.52,32954,0.4767
2.14,3.13,0.602,94.6,1854,6.16,30246,0.4698
0.2,3.43,0.62,6.9,1565,1.0,1932,0.7252
2.05,4.04,0.883,74.8,1789,1.45,28915,0.6644
3.24,4.13,0.694,67.6,188,5.89,29841,0.6321
8.37,3.04,0.57,44.0,586,21.01,116417,0.3953
0.2,4.67,0.827,58.7,1916,1.0,2560,0.8057
4.17,4.75,0.658,54.8,1440,4.8,52678,0.7983
3.01,4.14,0.825,118.7,741,6.36,34374,0.6542
2.66,4.96,0.544,7.5,1383,9.25,24746,0.8832
0.2,5.0,0.508,82.1,1036,1.93,2899,0.796
0.2,3.17,0.98,8.0,1617,1.0,2300,0.6481
3.4,4.93,0.561,71.5,1017,7.54,32957,0.7207
0.59,3.89,0.505,45.0,231,1.0,8432,0.643
5.37,4.22,0.947,49.3,283,13.22,64517,0.7116
1.74,3.62,0.897,55.2,1321,8.14,14966,0.6278
0.7,3.5,0.579,74.8,250,1.0,8381,0.5467
5.82,4.73,0.646,70.2,271,15.74,63745,0.6678
0.73,4.39,0.966,82.6,272,2.78,9432,0.6506
2.69,4.69,0.891,96.3,1041,10.2,32355,0.7487
1.85,3.07,0.98,49.5,378,2.92,16776,0.5172
3.28,4.94,0.934,53.5,929,5.32,26358,0.8756
1.23,4.21,0.586,52.3,1399,1.0,16219,0.8167
1.16,4.34,0.828,28.3,108,1.0,16191,0.7289
2.91,3.19,0.98,47.4,1147,5.89,23854,0.6431
11.16,3.88,0.591,69.4,1617,24.97,129509,0.4033
9.51,4.03,0.556,45.8,1032,19.64,115063,0.5043
0.2,4.74,0.787,25.7,475,1.0,2973,0.9502
2.6,3.15,0.98,66.2,350,5.94,24936,0.5862
0.2,3.8,0.781,33.2,167,1.52,1701,0.5749
3.56,3.85,0.718,32.1,592,7.77,47676,0.6816
3.82,4.31,0.679,32.1,358,9.85,49917,0.6772
0.71,4.44,0.933,7.1,1629,1.0,7453,0.831
3.53,4.2,0.728,87.9,1303,6.38,36329,0.7353
0.26,4.24,0.621,72.3,944,2.3,3607,0.6629
0.44,3.06,0.717,34.9,464,1.0,6342,0.6562
2.17,3.83,0.678,105.7,1046,5.74,18523,0.5984
1.37,3.74,0.706,48.8,46,3.7,17707,0.5441
8.19,3.83,0.56,114.8,1852,20.03,105457,0.4626
2.87,4.22,0.778,81.7,1793,4.98,30118,0.6786
3.49,4.92,0.773,68.8,689,5.38,38307,0.7621
5.28,4.03,0.895,117.8,1261,10.14,63565,0.4794
5.19,3.53,0.501,69.7,49,12.24,67279,0.4667
4.4,3.33,0.516,65.5,405,9.17,61050,0.4454
3.85,3.6,0.874,47.6,1342,8.79,52436,0.6002
4.7,4.47,0.681,74.3,124,11.51,70513,0.6352
0.2,3.18,0.544,19.4,298,1.0,1977,0.5271
2.73,3.78,0.862,31.7,946,4.76,34353,0.707
3.51,4.29,0.938,99.2,556,7.99,30321,0.677
1.74,3.92,0.749,78.6,1815,3.55,25697,0.7007
5.03,3.57,0.692,64.2,1233,9.99,66947,0.5381
3.67,3.03,0.575,36.1,587,8.25,45496,0.4785
0.25,4.17,0.573,17.6,179,4.61,2562,0.7619
5.21,3.91,0.831,114.4,1036,12.71,51726,0.6764
1.3,3.64,0.668,48.1,1987,2.58,19009,0.6322
1.9,3.71,0.96,89.0,1269,6.1,16040,0.6424
1.16,3.31,0.528,57.8,538,5.66,16246,0.5038
6.2,3.82,0.528,71.4,570,15.87,88085,0.4508
1.48,4.55,0.99,108.7,1569,2.36,15662,0.776
7.88,4.53,0.977,86.2,1263,19.23,70440,0.623
6.64,3.57,0.589,20.2,1528,21.64,53847,0.5716
2.38,3.57,0.931,60.1,1495,3.54,20330,0.6861
1.21,3.7,0.941,112.8,1490,1.0,10491,0.699
0.2,4.86,0.962,99.0,159,2.25,2483,0.8099
0.2,3.6,0.577,40.2,1713,1.18,2031,0.7966
5.64,3.22,0.525,97.3,1600,10.63,74288,0.4975
2.94,4.75,0.544,7.5,120,5.1,41525,0.776
1.01,4.45,0.956,96.2,352,4.21,9321,0.6706
0.63,3.16,0.898,98.8,1398,1.0,8666,0.5878
0.21,4.77,0.689,63.9,720,1.0,2310,0.8565
1.66,4.74,0.931,7.1,1810,6.24,19687,0.918
1.29,3.52,0.956,35.1,47,5.64,18940,0.5216
1.74,3.12,0.757,69.4,180,7.01,16273,0.419
2.04,4.24,0.606,50.6,1975,4.14,28397,0.6548
3.09,3.87,0.98,73.6,570,10.14,41753,0.6716
1.24,4.95,0.569,97.6,442,3.6,12006,0.7796
0.2,4.08,0.876,35.7,620,2.55,2122,0.7458
1.93,3.98,0.854,28.8,1004,6.29,27588,0.7381
2.45,4.3,0.513,81.7,90,7.5,33229,0.5541
0.8,4.61,0.817,90.4,1220,2.61,10435,0.7404
1.16,4.92,0.891,74.6,1424,1.6,12397,0.825
3.75,4.82,0.597,32.1,798,8.06,33276,0.7528
1.6,3.9,0.825,28.8,171,4.86,22478,0.688
1.78,4.43,0.551,114.0,851,4.14,14330,0.67
3.1,4.96,0.855,84.0,868,8.37,24958,0.7641
4.07,3.02,0.99,100.6,1005,10.22,36759,0.4976
2.29,3.12,0.877,100.9,1057,7.66,30010,0.4523
3.16,3.78,0.603,60.9,1476,7.75,32759,0.6273
5.07,4.12,0.801,96.9,836,14.14,54980,0.5327
0.43,4.73,0.774,71.4,1259,3.58,3732,0.7686
0.54,3.16,0.559,57.7,1757,1.12,7369,0.7151
2.99,4.05,0.8,47.9,375,5.2,35235,0.6354
9.66,3.08,0.776,71.6,1961,23.25,125057,0.4618
0.2,5.0,0.558,24.2,730,1.0,2317,0.8675
1.04,4.83,0.653,8.5,431,2.56,13989,0.8307
1.0,4.62,0.915,89.5,57,4.48,13112,0.7045
0.5,3.11,0.891,83.2,568,2.87,7259,0.5212
2.09,4.56,0.521,14.0,459,3.02,29764,0.8232
3.0,3.57,0.73,67.0,1386,5.05,37185,0.6037
2.88,3.33,0.977,97.6,132,7.59,36475,0.5235
10.01,4.59,0.874,18.8,237,24.63,103490,0.5376
1.0,3.09,0.562,110.6,26,1.0,14650,0.4071
2.37,4.57,0.941,51.3,813,7.44,25522,0.7649
0.23,4.75,0.545,10.7,1205,1.0,2367,0.8719
3.21,3.57,0.726,50.3,1923,9.8,43728,0.637
5.56,3.06,0.893,50.3,856,9.19,56014,0.4199
8.61,4.1,0.703,70.8,1461,20.39,89985,0.5532
2.47,4.89,0.738,106.5,360,7.3,25408,0.7538
3.59,4.25,0.856,55.9,216,11.31,48816,0.6393
5.43,3.31,0.587,7.8,1348,14.2,69691,0.5279
5.62,4.67,0.885,69.1,9,11.41,45947,0.5879
1.0,4.7,0.759,15.7,819,3.04,11221,0.8352
3.17,4.35,0.679,101.0,1627,9.52,30324,0.5945
8.46,3.38,0.544,69.6,731,21.69,69340,0.3241
8.25,3.35,0.743,94.6,1631,21.67,82983,0.4953
0.62,3.27,0.994,117.3,146,1.0,9019,0.5452
7.67,4.56,0.697,33.9,355,18.09,70939,0.5022
8.16,4.08,0.784,67.1,365,22.3,106377,0.4955
2.43,3.04,0.777,117.2,547,5.15,32385,0.3569
0.72,3.63,0.809,119.8,249,1.63,10282,0.6186
0.2,3.79,0.501,102.7,1325,3.07,1774,0.6807
0.64,4.08,0.616,41.4,1929,1.83,7601,0.7985
0.43,4.48,0.855,119.2,1580,1.0,4797,0.7065
0.64,4.23,0.806,107.8,796,2.32,9605,0.6358
10.74,4.02,0.583,115.7,1599,26.46,103569,0.3833
0.54,4.36,0.619,80.9,1929,1.8,4479,0.8246
2.25,4.36,0.764,97.2,907,6.81,26770,0.6604
0.8,3.29,0.809,44.7,1314,1.0,6432,0.6886
0.23,5.0,0.611,116.8,1293,1.0,2645,0.7798
0.84,4.37,0.537,37.1,1520,6.2,6967,0.8697
3.49,4.12,0.927,30.1,633,10.32,32216,0.7303
0.66,3.18,0.578,56.1,493,3.92,6364,0.472
0.47,3.78,0.567,112.0,1716,1.89,3949,0.6578
0.32,4.12,0.838,115.4,1576,1.64,4007,0.6339
0.48,3.44,0.645,76.8,250,2.22,6257,0.5587
0.2,3.08,0.55,55.7,541,1.0,2152,0.4928
0.61,4.55,0.968,46.8,1172,1.0,7880,0.8389
7.5,3.35,0.59,63.8,415,14.8,106102,0.4331
15.0,4.96,0.832,51.4,1171,32.88,203017,0.5914
4.04,4.75,0.734,76.0,1029,7.64,49489,0.7367
2.35,3.03,0.54,9.2,1326,5.55,20411,0.6585
0.2,4.62,0.611,58.3,133,1.0,1707,0.7012
5.09,3.88,0.767,83.2,1328,10.06,56076,0.6893
0.6,3.74,0.61,115.9,140,2.89,7490,0.4799
3.98,4.02,0.708,19.9,1412,9.78,44652,0.7338
11.78,4.11,0.662,31.9,1825,27.42,121579,0.5517
5.16,4.51,0.91,30.3,1562,10.37,72420,0.8071
2.84,4.91,0.946,102.6,1873,8.83,32371,0.7383
0.62,4.82,0.726,75.4,494,1.0,5798,0.8061
15.0,4.41,0.855,32.9,872,36.14,180122,0.5692
0.31,4.2,0.613,63.0,417,1.86,2758,0.7324
4.11,4.01,0.737,108.6,1884,10.94,44981,0.6133
0.98,3.8,0.583,72.7,820,1.33,8737,0.7319
0.2,4.65,0.681,29.3,616,5.35,2369,0.7987
1.19,4.44,0.539,103.6,537,1.0,13678,0.5921
3.19,3.3,0.746,50.1,1047,5.9,30342,0.5131
7.54,4.33,0.656,20.5,876,19.71,107388,0.6921
0.2,3.39,0.546,114.9,535,1.07,2191,0.461
5.03,3.05,0.903,30.0,800,16.81,73193,0.6012
2.36,4.32,0.88,113.7,1239,5.42,24540,0.7008
1.97,4.17,0.866,90.9,1117,6.82,26626,0.8283
4.19,4.44,0.976,89.9,1003,7.85,42713,0.7125
0.8,4.7,0.907,12.6,1463,1.0,8199,0.8044
3.31,3.94,0.827,89.3,780,7.69,30762,0.5845
1.13,3.62,0.612,11.9,1117,1.47,11319,0.604
3.02,4.29,0.539,59.0,517,8.42,36788,0.648
0.2,3.06,0.506,47.6,261,1.0,2532,0.5206
8.44,4.19,0.543,64.2,920,20.73,109745,0.4366
7.3,3.23,0.503,65.2,1315,16.01,73519,0.5485
8.25,4.5,0.543,35.2,1107,21.79,104517,0.5926
0.23,3.69,0.785,6.7,1016,2.3,3079,0.7874
0.5,4.58,0.533,5.9,984,1.89,4835,0.8431
6.95,3.96,0.662,87.9,1881,20.14,59201,0.6126
3.88,3.23,0.941,64.8,1081,6.7,53849,0.5758
1.81,3.95,0.976,89.2,1839,3.92,15227,0.66
1.05,3.77,0.856,10.9,1759,1.8,10286,0.7073
5.63,3.21,0.894,23.3,1149,11.67,70251,0.4741
5.25,4.62,0.802,77.9,439,12.44,58786,0.6954
0.93,4.1,0.968,111.7,1172,1.0,13101,0.6483
2.03,3.99,0.785,73.2,57,6.11,27394,0.6698
2.93,4.31,0.854,45.0,1527,6.28,25670,0.7916
0.37,3.98,0.736,103.9,1548,1.13,4854,0.6461
10.1,4.42,0.603,86.6,1889,25.14,123797,0.6257
4.71,4.88,0.857,48.8,1522,11.34,43038,0.8019
3.2,3.67,0.618,36.3,132,7.79,44562,0.4735
5.97,4.53,0.56,53.0,1873,16.43,65570,0.6077
0.51,3.49,0.925,117.6,1051,2.9,6757,0.57
3.39,4.87,0.734,49.9,381,7.89,42994,0.7637
0.31,4.93,0.628,19.7,282,1.0,4590,0.8354
0.61,3.53,0.806,117.8,444,1.08,7537,0.4722
0.89,3.84,0.955,24.5,1433,2.04,8090,0.731
2.19,3.15,0.634,80.4,1015,3.12,31568,0.4242
0.43,3.59,0.951,34.3,1026,4.01,3827,0.7197
3.18,3.26,0.671,85.5,1977,8.33,43005,0.4448
0.36,3.02,0.63,31.2,1344,1.0,4660,0.5345
0.99,3.94,0.535,13.4,1637,1.0,9218,0.7315
4.07,3.43,0.926,23.8,160,9.31,59103,0.5477
3.61,4.84,0.611,113.0,624,7.95,51569,0.655
6.88,4.26,0.63,33.5,90,15.33,82960,0.5805
2.63,3.62,0.891,35.8,811,4.41,33250,0.6361
6.13,4.67,0.941,66.8,1373,15.2,87378,0.7542
5.77,3.73,0.967,60.7,707,15.65,57627,0.587
1.82,4.43,0.827,83.6,1325,4.21,16786,0.7808
5.74,4.83,0.945,110.9,901,14.84,80408,0.6292
3.76,3.25,0.708,47.7,268,12.48,42894,0.5252
0.6,4.15,0.932,92.1,200,1.0,8087,0.7375
2.69,4.23,0.945,71.0,860,5.35,26343,0.6521
1.56,4.76,0.802,18.5,1324,3.01,19004,0.8871
1.19,4.75,0.711,108.5,594,2.19,11020,0.7421
2.8,3.69,0.54,38.4,1577,4.61,38855,0.5969
1.94,3.11,0.949,78.4,760,2.86,18942,0.5527
14.49,4.33,0.927,92.0,1200,38.92,214522,0.48
11.14,3.26,0.702,84.3,235,30.93,96983,0.2871
3.19,3.65,0.693,58.6,1696,7.81,45216,0.5687
0.8,3.35,0.679,96.6,868,4.0,6507,0.5025
2.79,4.13,0.571,99.6,141,3.86,23595,0.491
0.58,4.67,0.904,112.8,1228,1.0,6395,0.8632
4.69,3.31,0.704,83.6,1219,9.42,62300,0.5229
10.57,4.68,0.672,10.1,1004,28.79,107061,0.677
0.77,3.33,0.876,25.1,438,1.0,7892,0.6151
1.75,3.6,0.97,109.5,962,5.7,22403,0.6432
1.01,4.15,0.704,117.2,1305,4.5,8172,0.7083
0.2,3.5,0.841,19.2,276,1.0,1656,0.731
10.52,3.96,0.546,101.5,1946,25.11,155402,0.3279
2.76,4.22,0.942,24.1,1794,6.29,27257,0.8751
4.63,4.52,0.971,49.7,684,11.98,55727,0.6227
14.53,3.36,0.565,99.8,575,36.26,166060,0.2252
0.43,4.84,0.804,116.2,480,1.16,6195,0.7631
0.39,3.44,0.739,16.0,264,2.46,5461,0.6079
2.69,3.38,0.824,14.8,7,9.44,27933,0.548
3.75,3.03,0.575,38.7,1993,11.23,51075,0.5394
1.22,3.03,0.862,97.4,1591,1.69,12129,0.5432
2.17,3.57,0.677,51.2,426,4.68,23188,0.4904
0.72,4.76,0.81,92.7,982,1.0,7082,0.7989
2.97,3.67,0.781,75.7,1693,8.62,34915,0.632
0.48,4.71,0.944,99.6,1804,1.0,6728,0.8678
1.21,3.11,0.738,67.7,1345,4.15,14090,0.5807
0.2,4.21,0.976,9.6,951,1.25,2542,0.885
1.78,4.71,0.514,81.7,350,5.03,24577,0.6575
0.75,3.51,0.678,111.4,1993,1.0,10990,0.5983
0.2,3.93,0.755,98.1,794,3.62,2348,0.6248
8.02,4.28,0.518,112.7,992,21.23,86784,0.52
0.94,3.71,0.844,6.6,185,1.94,10392,0.731
10.41,3.78,0.621,103.3,496,27.76,145849,0.3528
5.17,4.96,0.505,97.7,396,15.9,67487,0.5759
4.96,4.87,0.689,55.7,490,13.66,64034,0.6963
5.04,4.29,0.722,17.2,540,12.72,58870,0.6957
0.4,4.52,0.984,74.2,149,3.32,5872,0.8366
4.69,3.42,0.566,8.9,591,11.02,58051,0.6249
5.37,3.92,0.632,109.1,900,15.21,55239,0.5526
0.7,4.38,0.984,65.1,437,4.45,8384,0.7404
7.87,4.36,0.88,69.6,1191,20.72,103631,0.628
0.92,4.96,0.666,75.6,692,7.05,13593,0.7983
8.75,4.85,0.745,85.4,399,17.88,117242,0.6063
0.41,4.05,0.942,10.7,1663,1.0,3908,0.8262
12.68,3.08,0.903,63.8,619,29.67,160322,0.4159
12.71,3.59,0.696,25.1,1916,31.58,172138,0.491
1.16,4.25,0.542,86.9,586,2.9,12456,0.5671
3.45,3.13,0.573,96.9,1106,9.2,33443,0.4636
10.11,4.95,0.757,72.4,1133,25.81,146648,0.6052
1.43,4.18,0.87,79.3,36,6.75,12194,0.634
5.52,3.39,0.722,83.1,70,13.85,81613,0.4898
0.61,4.58,0.823,44.1,331,1.0,7894,0.8151
4.84,3.49,0.831,41.6,263,14.44,61073,0.4728
0.27,4.32,0.788,107.4,39,4.65,3050,0.6187
1.02,4.99,0.758,90.7,1800,6.43,8861,0.8914
2.41,3.54,0.617,60.6,843,7.62,29272,0.6023
0.78,3.09,0.573,90.8,515,4.59,7352,0.425
0.2,4.79,0.953,70.8,995,1.0,2446,0.8473
5.61,3.25,0.705,19.7,645,11.81,84020,0.5691
2.04,4.77,0.897,30.2,786,5.33,16563,0.8825
2.95,3.52,0.648,99.1,1416,7.35,26285,0.4591
12.45,4.39,0.795,76.1,770,30.83,128035,0.524
4.95,3.01,0.577,21.6,1781,11.94,54354,0.5398
0.2,4.1,0.743,54.9,14,1.0,2467,0.7213
15.0,3.13,0.68,38.0,1922,35.79,183339,0.3783
14.74,4.86,0.643,68.6,103,38.25,172102,0.5305
5.94,4.58,0.568,106.2,8,13.9,82634,0.4458
6.14,3.39,0.928,16.0,1793,9.34,79296,0.6453
6.07,3.24,0.993,86.6,1680,13.44,67126,0.6618
2.86,4.69,0.873,46.6,1559,11.06,26311,0.8426
0.59,3.26,0.893,54.8,1114,1.0,6593,0.6472
2.41,3.1,0.639,23.8,1513,4.42,36029,0.5726
4.62,3.6,0.83,107.2,1580,14.98,41018,0.5972
